observation_0,observation_1,observation_2,observation_3,observation_4,observation_5,observation_6,observation_7,observation_8,observation_9,observation_10,observation_11,observation_12,observation_13,observation_14,observation_15,observation_16,observation_17,observation_18,observation_19,observation_20,observation_21,observation_22,observation_23,observation_24,observation_25,observation_26,observation_27,observation_28,observation_29,observation_30,observation_31,observation_32,observation_33,observation_34,observation_35,observation_36,observation_37,observation_38,observation_39,observation_40,observation_41,observation_42,observation_43,observation_44,observation_45,observation_46,observation_47,observation_48,observation_49,observation_50,observation_51,observation_52,observation_53,observation_54,observation_55,observation_56,observation_57,observation_58,observation_59,observation_60,observation_61,observation_62,observation_63,observation_64,observation_65,observation_66,observation_67,observation_68,observation_69,observation_70,observation_71,observation_72,observation_73,observation_74,observation_75,observation_76,observation_77,observation_78,observation_79,observation_80,observation_81,observation_82,observation_83,observation_84,observation_85
0.35663867,0.34335202,0.331932813,0.322577029,0.28715688,0.244703561,0.13439776,0.147047162,0.14394024,0.167058825,0.328622848,0.212100863,0.272773117,0.175798327,0.175989717,0.171351418,0.132138178,0.121937431,0.114117645,0.105646573,0.107310951,0.132296905,0.129145652,0.127350613,0.148403361,0.148930907,0.127142861,0.116743706,0.120018683,0.124033615,0.129523829,0.137210563,0.146498621,0.158382371,0.175527588,0.198592484,0.219411775,0.212952852,0.204514489,0.19844538,0.194211036,0.191423923,0.190406173,0.190527543,0.190588251,0.141964227,0.131251171,0.145812333,0.152941197,0.161697015,0.173244655,0.0681792647,0.0674789995,0.0761041269,0.0940756574,0.113608807,0.143585488,0.195385247,0.285378158,0.305359483,0.303193301,0.303888917,0.307371616,0.312794149,0.321531296,0.333060265,0.348109275,0.367348343,0.381923497,0.408613473,0.409551769,0.381659627,0.179695651,0.00340289669,0.364390999,0.0801241398,0.498006344,0.276710927,0.249003172,0.138355464,0.402389258,0.915468693,0.326963663,-0.00917270873,0.789473712,-0.0344827585
0.358823538,0.345203072,0.333277315,0.323984623,0.288473397,0.246043429,0.135294139,0.148895919,0.144276366,1,0.329803944,0.210588247,0.274453789,0.176974818,0.175746962,0.144369721,0.131465912,0.121265166,0.113487385,0.108403362,0.110000037,0.131533608,0.128473386,0.126678333,0.148067236,0.148426712,0.125277638,0.11605043,0.119393095,0.12404763,0.130042031,0.136111125,0.145658284,0.157373965,0.174635902,0.197096214,0.218571439,0.211944446,0.203506067,0.197317928,0.19238098,0.190079376,0.189397782,0.189633533,0.192072853,0.146218419,0.130882367,0.144311398,0.151204497,0.160140082,0.171274543,0.0690966249,0.0654808655,0.0740873143,0.0915546417,0.110273145,0.139197066,0.188858628,0.283025235,0.305891722,0.303529412,0.304129332,0.306713372,0.313382387,0.321736723,0.332801163,0.338403404,0.357425362,0.381923497,0.406659693,0.412100852,0.384449095,0.179136351,0.00582749071,0.363245487,0.0839438811,0.492836177,0.280326903,0.246418089,0.140163451,0.408979148,0.912543714,0.591282427,-0.096343495,0.789473712,-0.103448279
0.361008406,0.346680671,0.334621847,0.325434208,0.279374331,0.248232961,0.137955189,0.15205884,0.144239023,0.170252115,0.329808652,0.266551733,1,0.265630275,0.175014004,0.148609906,0.12995331,0.120088696,0.112436973,0.106260486,0.11482729,0.130707279,0.12763305,0.125837997,0.1472269,0.147731096,0.117261857,0.114894971,0.118001871,0.122252576,0.128165275,0.135525212,0.144986004,0.156652689,0.173884287,0.196407616,0.216722682,0.209927648,0.201708689,0.195637256,0.191521958,0.188816547,0.187731117,0.188006535,0.189150348,0.149117589,0.128846884,0.142006382,0.14952381,0.158088237,0.169379115,0.183291346,0.0639122277,0.0715663061,0.0889075622,0.106356248,0.13449119,0.182626158,1,0.305378169,0.304649889,0.304897308,0.30754438,0.312668085,0.322147548,0.333625168,0.348613501,0.362189531,0.382661104,0.407934189,0.413403362,0.386029392,0.179704428,0.0116721168,0.36299333,0.0916883871,0.480890065,0.284602225,0.240445033,0.142301112,0.416964799,0.908922613,0.283074498,-0.0294147171,0.578947365,-0.103448279
0.365714312,0.350303471,1,0.328592449,0.299420923,0.249572828,0.1382633,0.15060693,0.148235276,0.170924395,0.330985099,0.309075654,0.212605059,1,0.175518215,0.150290549,0.131633982,0.121265166,0.11180672,0.10226313,0.117348298,0.130875349,0.127105504,0.12545751,0.146610647,0.146902427,0.112661056,0.11405462,0.117161535,0.12141224,0.127156883,0.13434875,0.143660158,0.155189097,0.172371671,0.18998836,0.215294123,0.21011205,0.20021008,0.194075629,0.189729244,0.187222227,0.18605043,0.186104119,0.187348276,0.164474711,0.126830071,0.132919028,0.147507012,0.156027094,0.166881442,0.180966422,0.0659383684,0.0668020695,0.0782563314,0.102128878,0.12293189,0.164222777,0.144369751,0.307019174,0.305070043,0.305569589,0.308380038,0.313487411,0.321437955,0.332250237,0.346512645,0.362997234,0.378898293,0.408487439,0.421045691,0.392247856,0.179336444,0.01284853,0.362482071,0.0931904837,0.477974176,0.285264015,0.238987088,0.142632008,0.418219,0.908346236,0.288375765,-0.0262989476,0.473684222,-0.0344827585
0.368067235,0.353438377,0.34117648,0.330805302,0.304985851,0.251253515,0.139201686,0.151309535,0.149747878,1,0.331652671,0.311764717,0.212605059,1,0.176129788,0.151712075,0.131633982,0.121265166,0.112941168,0.105165735,0.117647059,0.130539209,0.127128854,0.124829598,0.146218494,0.146386564,0.111190476,0.113361359,0.116321206,0.120518215,0.125994414,0.133258656,0.142147541,0.153109252,0.165270805,0.187803477,0.213109285,0.209271714,0.200546235,0.193067238,0.188683495,0.185877681,0.184719905,0.184759602,0.186003745,0.169789851,0.124953315,0.128747687,0.144257724,0.152205899,0.162465006,0.175511241,0.0671708584,0.0640546381,0.0739075765,0.0969747901,0.117348313,0.156344607,0.224957988,0.308403373,0.306022435,0.30597809,0.308057904,0.313949585,0.32160601,0.332801163,0.339117676,0.355084091,0.378702193,0.408116311,0.424771249,0.394939303,0.185667574,0.0195005182,0.368517339,0.0999604017,0.467770398,0.287872463,0.233885199,0.143936232,0.425320864,0.905042648,0.268454909,-0.0303657353,1,0.172413796
0.371260524,0.356328189,0.343361348,0.332626075,0.315966308,0.252264261,0.140070036,0.152119532,0.150887012,0.137478992,0.332329631,0.313109249,0.213445395,0.180504203,0.177422956,0.151340917,0.131633982,0.121097095,0.112773106,0.105056018,0.115452871,0.130203083,0.126647979,0.124493472,0.145714283,0.145725965,0.110331468,0.112731099,0.11560224,0.119731568,0.125140071,0.132082179,0.140989736,0.152163878,0.163043901,0.185634956,0.211260572,0.208583102,0.199925303,0.192345932,0.187973857,0.185119048,0.183711499,0.183636814,0.185238123,0.174180627,0.124211028,0.127012148,0.143753514,0.15092437,0.160326809,0.173067272,0.189234421,0.063272655,0.0711344704,0.0936484858,0.112380996,0.14864853,0.211848766,0.309243709,0.306498617,0.306627005,0.309052318,0.313991636,0.321568638,0.332159191,0.345700353,0.356818408,0.37712422,0.405868411,0.429313689,0.399038255,0.187163606,0.0197633393,0.371895224,0.0942191482,0.461565137,0.275233418,0.230782568,0.137616709,0.403208494,0.915108144,0.457220554,0.334887505,0.894736826,0.172413796
0.373613477,0.358545721,0.344201714,0.333599448,0.315882295,0.253270328,0.141848743,0.153800204,0.150961712,0.173277318,0.333487421,0.21731095,0.277142882,0.272352964,0.178375348,0.143014759,0.130961701,0.120424829,0.112100832,0.104493469,0.117180228,0.129775912,0.126311854,0.124281049,0.145266116,0.14536649,0.10965921,0.112037823,0.114976659,0.119059302,0.124299727,0.131241843,0.138151273,0.148753524,0.161904782,0.18375355,0.209243745,0.208062544,0.199136317,0.192443997,0.187675104,0.183860883,0.182703093,0.182574719,0.183818892,0.179453731,0.12778239,0.125053689,0.14106445,0.148800209,0.158454731,0.171036452,0.186890796,0.0635153949,0.0687815249,0.0901190713,0.108160622,0.142615601,0.208870366,0.306722701,0.307899177,0.306914121,0.308720827,0.313193291,0.320840389,0.332128882,0.345434189,0.363646179,0.376293212,0.404958069,0.432100832,0.401321203,0.187163606,0.0197633393,0.371895224,0.0942191482,0.461565137,0.275233418,0.230782568,0.137616709,0.403208494,0.915108144,0.457220554,0.334887505,0.789473712,0.0344827585
0.374957979,0.359351069,0.342306256,0.332219899,0.272077292,0.254117668,0.14686276,0.159542486,0.146087751,0.330252141,0.338015914,0.213321671,0.182689086,0.261680692,0.176027089,0.138893545,0.126498595,0.11670167,0.10638655,0.107226893,0.128263324,0.127927169,0.124943972,0.131740287,0.144537821,0.144873947,0.109719895,0.112058826,0.1153128,0.119563505,0.125322148,0.131241843,0.139981344,0.151274532,0.167586401,0.188979968,0.210756317,0.204028949,0.195774972,0.189824939,0.185340822,0.182766125,0.181344539,0.181451932,0.182857156,0.168571383,0.12329597,0.124502808,0.141288534,0.149260059,0.159439787,0.172717109,0.18938379,0.0632376224,0.0689075813,0.0838761106,0.110943079,0.140420169,0.206013218,0.309491158,0.307535022,0.307490677,0.309892654,0.314663887,0.322110206,0.33293888,0.346274555,0.36465928,0.384995371,0.405735344,0.433104545,0.402499974,0.168772101,-0.00406116853,0.353776455,0.0520255752,0.461319804,0.256151229,0.230659902,0.128075615,0.365010887,0.931003273,0.427382648,0.21099776,0.578947365,-0.0344827585
0.36436975,0.351958454,1,0.328431249,0.259234369,0.148557425,0.157563046,0.154323027,0.177478999,0.336407572,0.22117649,0.280168086,1,0.178961262,0.147511691,0.130826324,0.117908493,0.106698148,0.106680699,0.127215251,0.127693743,0.124306723,0.127079874,0.143025219,0.143081233,0.107082158,0.109234363,0.111701682,0.115359485,0.120235778,0.12666668,0.134512156,0.144799277,0.157261938,0.17819798,0.202187255,0.203361332,0.194600835,0.188095242,0.183151275,0.179626524,0.178064898,0.17778714,0.178648472,0.179159686,0.140766755,0.12010739,0.124655716,0.141792729,0.150985077,0.162656426,0.177359983,0.196592018,0.06239729,0.06886556,0.0910621285,0.119057007,0.158403367,0.247142866,0.30991599,0.308935583,0.31044355,0.314098984,0.320672303,0.329804003,0.341893107,0.348781556,0.370021075,0.395807713,0.425994515,0.413370669,0.387742758,0.18876119,0.00813615788,0.368012249,0.0771436244,0.446555495,0.26556769,0.223277748,0.132783845,0.384278357,0.923217297,0.310549557,-0.191581339,0.473684222,-0.103448279
0.366722733,0.353944927,1,0.336288542,0.261381894,0.258991599,0.155602261,0.162579343,1,0.335567236,0.343529433,0.216134459,0.184537828,0.181668997,0.149026528,0.133179262,0.121363208,0.109822571,0.105546236,0.12437211,0.128029868,0.124474786,0.122063495,0.142689079,0.142240897,0.106230155,0.1081466,0.110378161,0.113800198,0.118333332,0.12445379,0.131914109,0.141475275,0.154005617,0.173324049,0.196087807,0.203109249,0.194600835,0.18730627,0.182380959,0.178767517,0.176552296,0.176120475,0.17657797,0.178076565,0.150882289,0.118071899,0.121430911,0.138935581,0.147747442,0.158669487,0.173158318,0.191708744,0.0636321157,0.0643277466,0.0831758529,0.110205457,0.155938461,0.233711705,1,0.309439808,0.310875386,0.315434188,0.322416008,0.331988871,0.344901979,0.351946831,0.373555124,0.400541633,0.43764019,0.416732013,0.390231073,0.188379005,0.0108955223,0.365778655,0.0836811811,0.439087838,0.269432425,0.219543919,0.134716213,0.392773122,0.919635415,0.248666629,-0.0748461112,1,-0.103448279
0.373781532,0.359689534,0.348235309,0.336827725,0.262978524,0.260168105,0.155434176,0.164582163,1,0.3356933,0.344369769,0.21786885,0.184705898,0.182845473,0.153512985,0.134012595,0.121045731,0.110585883,0.105714299,0.124087326,0.12802054,0.124306723,0.121895418,0.142308593,0.141792715,0.105725959,0.107385628,0.109684885,0.112959862,0.117324933,0.122969203,0.130228773,0.139607862,0.152051821,0.170182109,0.191886127,0.20361346,0.194281057,0.186918765,0.181519613,0.177927181,0.17571196,0.174789935,0.175233439,0.177124187,0.16767852,0.11895889,0.118951909,0.136470601,0.14481093,0.155476213,0.167731091,0.18334271,0.156166106,0.0610924326,0.0704948828,0.102147572,0.133494467,0.210817173,1,0.309635848,0.311115801,0.314593852,0.32025215,0.32900098,0.332679808,0.347437024,0.367339015,0.392745167,0.421267569,0.427357584,0.399070948,0.187845245,0.0135914646,0.363164097,0.0905229673,0.430874795,0.273649782,0.215437397,0.136824891,0.403237462,0.915095389,0.295801401,-0.0748642683,0.894736826,-0.0344827585
0.376806766,0.362682074,1,0.338606447,0.271302432,0.261344552,0.155238107,0.166003719,1,0.3356933,0.344383776,0.217840821,0.185350135,0.184150323,0.153566644,0.134845927,0.122464977,0.112861812,0.105882369,0.119995363,0.129019603,0.124733895,0.121582627,0.142308593,0.141568631,0.105221756,0.106881417,0.109012611,0.112119526,0.116255835,0.121806733,0.129052311,0.138113931,0.149075627,0.164584532,0.184778273,0.202857137,0.195457518,0.187656403,0.180966392,0.177068174,0.174785241,0.173935592,0.174117655,0.175826356,0.173455849,0.125289351,0.119414106,0.1347339,0.142873496,0.151036426,0.163809553,0.180308163,0.201685399,0.0615546145,0.0669141188,0.0962465405,0.124796987,0.19396843,0.147394955,0.309859961,0.311379582,0.314589202,0.320168078,0.323025227,0.331211507,0.345938385,0.36499536,0.39036423,0.416470617,0.432268888,0.402969152,0.190591305,0.0179167539,0.361294508,0.102257945,0.42022261,0.276448607,0.210111305,0.138224304,0.40923506,0.912428975,0.437483042,-0.0335107036,0.789473712,-0.0344827585
0.37983194,0.36533612,0.352437019,0.341736704,0.291204363,0.263522416,0.15812327,0.167838484,0.149411768,0.336764723,0.344575167,0.218919247,0.18675071,0.186216131,0.164138511,0.135693267,0.123043872,0.110261425,0.106176481,0.123466417,0.12802054,0.123970583,0.121246502,0.141591966,0.140896365,0.104705878,0.106041081,0.108004212,0.110943049,0.115025692,0.120728299,0.127121851,0.135910392,0.147345975,0.164066315,0.184409469,0.201344535,0.19392857,0.186311871,0.180532217,0.176246509,0.173863232,0.172787115,0.172773108,0.174239054,0.173046231,0.129145607,0.117084503,0.126218557,0.140308142,0.1498833,0.162724122,0.17914103,0.201071471,0.0627310872,0.064922981,0.0807750449,0.12195383,0.173562244,0.147563025,0.310924381,0.311619997,0.314094335,0.318403363,0.319589198,0.329866976,0.344621897,0.363307685,0.387441695,0.418130338,0.437819779,0.407345891,0.189928427,0.025328394,0.356465489,0.116530336,0.40842545,0.287124485,0.204212725,0.143562242,0.428500235,0.903541684,0.348987848,-0.0878429487,0.684210539,-0.0344827585
0.385882378,0.370814621,0.358487427,0.347212911,0.319766462,0.267553687,0.159033626,0.170924395,0.153949559,0.338655502,0.34542954,0.221248865,0.188375354,0.190396816,0.168356568,0.134348735,0.121624641,0.109407075,0.107731111,0.12470825,0.127684399,0.123389356,0.120406158,0.140583575,0.139551818,0.103349678,0.104360417,0.10584034,0.108543418,0.112168543,0.117521018,0.123256311,0.131409913,0.141694695,0.157292277,0.176006109,0.198991627,0.192584038,0.184514463,0.178277314,0.174024269,0.171169475,0.169593856,0.169465467,0.170616269,0.172205895,0.144264638,0.1129715,0.115742303,0.133886561,0.142969206,0.154551849,0.169747949,0.189306781,0.209411785,0.0617717057,0.0677311122,0.0993452817,0.144621849,0.245299041,0.312240928,0.312411338,0.314775914,0.319537848,0.326722711,0.33743003,0.350854397,0.359278738,0.382399648,0.411078513,0.450420141,0.413725495,0.187891304,0.0265904777,0.353178203,0.119496547,0.403436124,0.287264854,0.201718062,0.143632427,0.427542776,0.903995097,0.261845201,0.0360485278,0.473684222,-0.0344827585
0.389579862,0.374647528,0.360672295,0.348956585,0.322754294,0.268225968,0.160546243,0.172131211,0.15454714,0.340735316,0.348436058,0.222378641,0.189383775,0.189883277,0.150672272,0.133844525,0.121120438,0.105905645,0.109411784,0.126776412,0.127338931,0.122885145,0.123881906,0.140079364,0.139047623,0.10260272,0.10377685,0.105651267,0.108375356,0.112168543,0.117240906,0.123678818,0.13176471,0.1429272,0.155457541,0.173956618,0.196470574,0.19177638,0.183506072,0.176379561,0.172212914,0.169575155,0.168249309,0.168235302,0.169365093,0.171365559,0.150018618,0.111963093,0.114621863,0.133090585,0.142563045,0.151617676,0.166199848,0.184703603,1,0.0629225001,0.0636974797,0.0962886289,0.134766683,0.222605065,0.312268913,0.312987894,0.314948678,0.319495827,0.326722711,0.336697042,0.345070064,0.361788094,0.384687275,0.413704544,0.450760961,0.418739438,0.186759993,0.0283098891,0.349229693,0.124798551,0.397051513,0.288692743,0.198525757,0.144346371,0.430767119,0.902463138,0.292925447,-0.0394228287,1,0.172413796
